Year,Category,Percentage
2024,Workation,23.90839027023211
2024,Staycation,32.267642373831485
2017,Workation,76.12360136603534
2021,Staycation,40.61487096696261
2015,Eco_Friendly,33.83374575782838
2018,Eco_Friendly,54.133006096676155
2018,Online_Booking,26.731476084848374
2019,Eco_Friendly,60.73955741341324
2021,Last_Minute,7.888017162606866
2021,Eco_Friendly,34.732817817871364
2018,Last_Minute,46.15030392643454
2021,Staycation,49.88854576741125
2017,Staycation,10.38833960237736
2020,Last_Minute,75.57017592731141
2016,Online_Booking,37.86746157750464
2024,Eco_Friendly,43.115113918279135
2023,Last_Minute,86.13089196917127
2019,Eco_Friendly,65.43455824050179
2020,Workation,64.7897787844662
2018,Online_Booking,52.51279967734122
2024,Staycation,86.11262283101463
2021,Last_Minute,89.00982147449146
2023,Workation,34.9202483744905
2021,Last_Minute,55.20956198148384
2015,Last_Minute,6.476519704221955
2015,Last_Minute,70.63985918222852
2023,Last_Minute,79.4131140887777
2023,Staycation,52.72416587006344
2018,Staycation,19.520714048054298
2023,Staycation,40.01596033548395
2017,Online_Booking,58.93623630094582
2021,Staycation,79.05071572749908
2020,Eco_Friendly,58.55944996947476
2022,Staycation,66.76703744767033
2023,Last_Minute,48.143025008433085
2019,Last_Minute,49.6498411815273
2015,Eco_Friendly,22.755829834546542
2017,Workation,43.09442733597925
2024,Last_Minute,44.32089953876329
2022,Last_Minute,9.759599529125694
2020,Staycation,76.12490304431087
2022,Staycation,57.89704844271609
2023,Last_Minute,10.622668954742647
2018,Eco_Friendly,82.50979457653662
2015,Last_Minute,55.00805561303348
2015,Staycation,39.018347501628384
2024,Staycation,19.246729028640793
2018,Staycation,30.997638416048403
2021,Eco_Friendly,40.859136017812475
2016,Last_Minute,56.05104115572502
2017,Staycation,83.4312906672593
2015,Workation,6.465353815319044
2019,Staycation,33.800512119149715
2015,Online_Booking,28.06929244783241
2022,Workation,74.2469992801747
2015,Staycation,42.652997067773335
2015,Online_Booking,62.38619254168674
2016,Eco_Friendly,61.62796050876778
2016,Online_Booking,8.517586757494275
2020,Last_Minute,31.012766338056057
2021,Last_Minute,82.0120759116197
2019,Eco_Friendly,67.46821171441974
2015,Eco_Friendly,82.72834311911951
2015,Eco_Friendly,55.42871660488683
2017,Online_Booking,61.48850244107654
2016,Online_Booking,84.63101799802789
2019,Eco_Friendly,74.23574939457366
2024,Online_Booking,31.40486293992749
2020,Last_Minute,56.17439461701245
2021,Staycation,9.09524657611918
2018,Workation,81.4545097323521
2021,Eco_Friendly,79.97782650194256
2022,Last_Minute,27.57968054944235
2015,Online_Booking,25.48641711713876
2020,Workation,62.88134053047462
2022,Eco_Friendly,5.094300365969
2019,Online_Booking,39.769802789916376
2018,Online_Booking,30.390553078018403
2016,Workation,10.23798438451865
2020,Online_Booking,30.619182651280994
2020,Workation,33.4250288891066
2015,Last_Minute,74.89793281434466
2023,Eco_Friendly,74.24021099162265
2020,Online_Booking,78.85905258148244
2017,Staycation,15.39294876502041
2018,Workation,21.5325914514298
2018,Last_Minute,18.727831879057334
2017,Staycation,56.94139044249037
2024,Eco_Friendly,28.437459554747466
2017,Last_Minute,73.79251767130121
2017,Workation,85.07597913963181
2018,Last_Minute,6.7943124091517575
2021,Last_Minute,44.72496029417747
2018,Last_Minute,87.88107776798738
2023,Eco_Friendly,52.30111373382495
2015,Staycation,72.46407026852546
2022,Last_Minute,50.55672476822314
2021,Online_Booking,68.30177436022919
2016,Last_Minute,18.659781825956898
2022,Last_Minute,61.7122137688396
2015,Eco_Friendly,73.91105065566465
2023,Eco_Friendly,67.31109141962452
2023,Eco_Friendly,31.440930570212153
2016,Eco_Friendly,33.393975207400686
2021,Last_Minute,87.96683723403018
2024,Last_Minute,83.43570020583223
2017,Workation,48.95499920918148
2021,Eco_Friendly,63.941779351413494
2024,Workation,73.91142366584306
2023,Staycation,55.008788876391485
2018,Eco_Friendly,11.319212059739138
2015,Staycation,45.41607188966823
2016,Online_Booking,76.77421882014227
2015,Last_Minute,32.61113108398335
2019,Last_Minute,47.71955949536657
2019,Workation,22.458278135156753
2021,Last_Minute,75.01011050713754
2023,Staycation,22.16131538537825
2023,Last_Minute,68.07752165646454
2017,Eco_Friendly,59.324688412506326
2017,Online_Booking,84.51255437834521
2017,Workation,55.17146632812583
2018,Workation,63.987955269812694
2022,Workation,89.45979375715
2020,Eco_Friendly,32.82906291607189
2022,Last_Minute,25.47881003531013
2015,Eco_Friendly,34.32881464042475
2022,Staycation,63.89228688190677
2018,Last_Minute,45.35271999920439
2015,Eco_Friendly,58.02466435682236
2022,Staycation,87.45317320942495
2018,Staycation,50.76401381761142
2020,Eco_Friendly,61.39468802985699
2022,Eco_Friendly,18.573688421891028
2018,Online_Booking,32.556997151837294
2017,Eco_Friendly,73.9368964249395
2023,Workation,5.14483590869167
2017,Last_Minute,56.90979982121115
2023,Staycation,69.86133881636971
2016,Workation,32.88828653242483
2016,Workation,30.189754609971146
2016,Staycation,23.140829159771876
2020,Last_Minute,69.6349572755975
2017,Online_Booking,88.53586460741252
2023,Online_Booking,64.83523685897306
2018,Workation,70.74427277743541
2015,Workation,31.880218934375176
2018,Eco_Friendly,65.10872397249028
2015,Online_Booking,58.13056815541507
2019,Online_Booking,17.115042006572136
2018,Last_Minute,60.83013251643176
2022,Eco_Friendly,84.42342550622526
2022,Staycation,47.58051553396873
2021,Staycation,79.20273212779368
2017,Last_Minute,81.42073846962117
2015,Staycation,11.767913667610301
2015,Online_Booking,75.79367211477589
2017,Workation,50.271899010883985
2020,Eco_Friendly,59.67771767792148
2021,Staycation,14.789248006810336
2020,Staycation,15.289791531943898
2020,Staycation,66.15999464499625
2020,Staycation,75.42226129024087
2017,Workation,88.47089329677442
2020,Workation,83.77695135752109
2022,Last_Minute,74.0882726671542
2016,Online_Booking,87.51768527880117
2019,Staycation,65.31655995725473
2015,Last_Minute,89.47961964189993
2015,Online_Booking,36.78330761439911
2019,Workation,9.478105409993686
2017,Staycation,66.46926398410811
2018,Workation,24.72141690208972
2017,Staycation,36.63010390864723
2015,Workation,28.66098513782888
2015,Last_Minute,5.6226245966702315
2019,Last_Minute,47.83214820266639
2020,Workation,11.905105475931965
2017,Workation,23.881952499457746
2023,Eco_Friendly,39.580926675505395
2019,Staycation,48.35178273184952
2022,Eco_Friendly,68.54381471511259
2015,Workation,22.83205345934858
2019,Last_Minute,46.41787118781915
2017,Staycation,62.704773686417475
2015,Last_Minute,57.22821875350665
2018,Workation,18.641178423798667
2019,Eco_Friendly,75.40285240028884
2021,Staycation,6.582760987854058
2015,Eco_Friendly,42.257193137802346
2017,Staycation,30.219252631362593
2016,Last_Minute,13.486274243445763
2023,Online_Booking,69.64377631314335
2024,Staycation,78.80176859662113
2020,Workation,50.47552761600164
2024,Staycation,53.31300956599215
2017,Workation,52.47024857494369
2022,Online_Booking,35.18924464311344
2022,Online_Booking,49.26304106771572
2016,Last_Minute,51.99202309364524
2020,Last_Minute,89.8086578502667
2021,Online_Booking,33.41354919346007
2016,Staycation,71.61123139521929
2024,Staycation,28.535652348208313
2016,Last_Minute,30.549478719753978
2024,Staycation,8.39669713478682
2015,Staycation,17.446003156882426
2022,Staycation,39.41876141288697
2015,Staycation,73.80687300137566
2023,Workation,50.23720500714517
2020,Last_Minute,42.37987740969576
2021,Online_Booking,76.15318483633442
2024,Online_Booking,68.51822622714403
2021,Workation,40.311864343070816
2024,Last_Minute,89.0738998356733
2017,Workation,72.77383199577241
2016,Last_Minute,39.81475045434345
2023,Workation,74.08173189667482
2022,Staycation,53.025127866686425
2024,Workation,10.019199795777219
2021,Workation,66.17771776958968
2023,Eco_Friendly,38.809521221251686
2018,Last_Minute,66.60461394230992
2018,Staycation,45.022475604203336
2015,Workation,29.31643320550613
2022,Staycation,30.089349061755208
2017,Last_Minute,19.99589192055863
2021,Online_Booking,80.84506870530677
2016,Eco_Friendly,86.04200423031517
2016,Eco_Friendly,64.56926997844215
2021,Last_Minute,11.424722696495696
2020,Eco_Friendly,46.504193430181445
2017,Online_Booking,11.399990220443758
2023,Staycation,31.555862186332224
2024,Workation,8.241180784910496
2020,Last_Minute,89.61506586164958
2024,Last_Minute,41.33782996724385
2024,Eco_Friendly,28.40968730078321
2020,Workation,11.879944325468886
2015,Eco_Friendly,17.219881065030172
2018,Eco_Friendly,24.45396668801051
2024,Staycation,42.76931847978892
2020,Staycation,16.697000528748415
2020,Eco_Friendly,12.948768451118546
2019,Online_Booking,62.621126456459365
2015,Last_Minute,55.430368090366066
2022,Online_Booking,20.565746328679168
2019,Last_Minute,48.2862517437107
2019,Workation,25.104937901996248
2021,Workation,12.24182353336629
2018,Online_Booking,65.91403286782011
2020,Eco_Friendly,49.71955577244291
2018,Eco_Friendly,56.31259682638732
2017,Workation,17.808931326658836
2021,Eco_Friendly,68.86704067735792
2022,Staycation,70.33605829693524
2018,Workation,47.4424216883437
2016,Last_Minute,78.67775802260833
2024,Last_Minute,89.31588112876511
2017,Eco_Friendly,42.221013205318116
2015,Last_Minute,64.05532157155123
2022,Last_Minute,6.802072097332265
2017,Online_Booking,10.850954052442848
2024,Online_Booking,47.68146800391887
2021,Last_Minute,19.646087332541185
2024,Workation,6.970803111782971
2019,Last_Minute,10.345202729080267
2024,Staycation,13.894242160821957
2019,Workation,83.97352099402245
2021,Staycation,62.42071713694067
2023,Staycation,72.04927181475018
2019,Eco_Friendly,19.456800072916145
2015,Online_Booking,32.67496116880932
2024,Eco_Friendly,14.598761267695995
2024,Staycation,78.7959916835464
2015,Eco_Friendly,42.900767867173826
2016,Eco_Friendly,80.25431387671674
2020,Workation,59.881854797062815
2023,Eco_Friendly,82.79826716694964
2022,Workation,64.77980987368078
2019,Eco_Friendly,51.39767951384653
2015,Eco_Friendly,5.838341446519568
2021,Staycation,31.95111928772276
2019,Staycation,58.00210561621092
2020,Last_Minute,89.63379202693902
2021,Last_Minute,48.82758724677837
2017,Workation,61.21600315449413
2024,Staycation,84.40013318721543
2017,Last_Minute,14.873775930406815
2019,Eco_Friendly,50.36699419285014
2020,Staycation,71.88971130515647
2023,Eco_Friendly,37.4506303102644
2019,Eco_Friendly,55.0209858871515
2015,Workation,65.02606256787877
2018,Staycation,70.01786959951431
2019,Eco_Friendly,27.46465710452831
2024,Workation,22.342764117201785
2024,Online_Booking,83.26990373060235
2019,Online_Booking,6.966468302635748
2021,Eco_Friendly,73.37815109240675
2018,Eco_Friendly,23.82825017945808
2015,Online_Booking,69.89679995545427
2019,Last_Minute,50.59082280012061
2021,Workation,47.49112900372374
2024,Eco_Friendly,34.30169049762412
2024,Online_Booking,83.52671837109318
2020,Online_Booking,20.370477501940012
2019,Online_Booking,9.550304969314297
2018,Online_Booking,51.9981568844475
2016,Online_Booking,13.853632054617076
2018,Online_Booking,54.05223279715654
2024,Eco_Friendly,49.32076422797927
2024,Workation,61.94346114163796
2017,Online_Booking,78.71757026331781
2024,Online_Booking,35.34580922911338
2015,Online_Booking,55.25278380542774
2022,Online_Booking,47.802655031016734
2019,Online_Booking,20.116891805018007
2018,Staycation,37.99783638739782
2022,Staycation,48.62134273157766
2021,Online_Booking,11.984935723215203
2016,Online_Booking,22.844869621278935
2015,Last_Minute,43.39013111954529
2018,Last_Minute,58.436026124964194
2022,Workation,57.887469363424955
2016,Staycation,24.980231704107503
2017,Eco_Friendly,86.26960902916397
2015,Workation,27.855813455414296
2015,Workation,44.566160688827914
2017,Online_Booking,50.74877645987444
2019,Online_Booking,35.36001262926294
2017,Eco_Friendly,51.44905996078242
2015,Last_Minute,37.12336155139707
2015,Online_Booking,48.43780982424313
2022,Staycation,55.244187053120854
2024,Eco_Friendly,14.802078110481453
2016,Eco_Friendly,65.33743689284138
2017,Online_Booking,68.22922763068195
2016,Eco_Friendly,12.007803228407852
2017,Last_Minute,8.982122780652066
2021,Online_Booking,68.739547748805
2015,Last_Minute,85.90574523045457
2024,Last_Minute,37.905093110057166
2022,Staycation,81.04100119612356
2024,Online_Booking,77.62915353323642
2024,Staycation,22.20825749913352
2024,Staycation,55.606738278065066
2016,Eco_Friendly,6.4183865918127525
2017,Workation,79.93396665121317
2023,Online_Booking,49.28367297030736
2021,Last_Minute,86.49959412758481
2018,Eco_Friendly,34.50691952581282
2024,Staycation,6.972544198629052
2019,Staycation,29.369347012444663
2016,Online_Booking,33.459365581497124
2022,Eco_Friendly,46.858570779746096
2018,Last_Minute,18.156444129628834
2023,Staycation,62.53359567237507
2019,Eco_Friendly,11.41093172020924
2023,Last_Minute,24.74300156229928
2018,Eco_Friendly,5.457784873369377
2024,Staycation,50.874260375979844
2019,Staycation,23.27075549393326
2023,Last_Minute,55.995745465375606
2022,Eco_Friendly,52.954221830632044
2017,Staycation,71.75155985973014
2015,Eco_Friendly,64.29426786712203
2017,Online_Booking,9.112766443834566
2018,Last_Minute,49.03456713238754
2016,Workation,78.20520565428696
2015,Last_Minute,10.639261829505024
2021,Staycation,85.89595022545579
2022,Eco_Friendly,89.31452673682801
2021,Last_Minute,40.96164764532178
2019,Workation,31.79177786974495
2015,Online_Booking,76.83682126689338
2021,Staycation,78.75563290468227
2021,Eco_Friendly,75.01447318283238
2023,Online_Booking,73.90029413250988
2017,Staycation,62.86312023682152
2023,Last_Minute,7.899595730888697
2015,Last_Minute,54.0688274806621
2015,Workation,28.713895107325758
2018,Online_Booking,55.627506649291306
2023,Last_Minute,30.65001405795882
2020,Workation,29.582918071237284
2017,Eco_Friendly,27.00980558169946
2015,Eco_Friendly,36.947966600607856
2018,Online_Booking,36.44041530039468
2023,Eco_Friendly,78.40739201528342
2017,Last_Minute,39.44301302454193
2023,Eco_Friendly,35.95813077688005
2021,Last_Minute,26.604290732060644
2018,Workation,51.514368311983525
2017,Last_Minute,35.551682965706306
2024,Last_Minute,88.15229154018726
2019,Online_Booking,45.034337244281865
2019,Eco_Friendly,5.305344579364963
2017,Last_Minute,34.831342282255896
2023,Online_Booking,21.106564280327706
2018,Online_Booking,34.888151400007345
2019,Online_Booking,26.636889023098952
2018,Staycation,23.816820584964674
2019,Online_Booking,21.96773715209582
2021,Online_Booking,82.84350307596814
2023,Last_Minute,7.808923391320957
2021,Online_Booking,71.68445838497311
2019,Online_Booking,15.258970228849137
2024,Staycation,9.020701330072242
2024,Staycation,34.30451693228258
2021,Online_Booking,60.18157944832991
2024,Online_Booking,89.10215790279652
2019,Last_Minute,27.278083720377026
2017,Last_Minute,27.04832742266384
2021,Staycation,17.691585686595836
2016,Last_Minute,74.55803359370212
2023,Eco_Friendly,72.63520232351217
2024,Workation,44.6272162377713
2024,Staycation,34.170371553105774
2015,Staycation,23.79501359033125
2020,Last_Minute,44.01520998624549
2021,Workation,73.77615507484622
2022,Workation,64.06796593347619
2024,Online_Booking,47.0337707587731
2023,Staycation,50.58324128722046
2016,Online_Booking,53.5158563506656
2024,Last_Minute,69.77988347713006
2016,Workation,14.848812146344075
2019,Online_Booking,49.12415919667836
2019,Workation,23.610317614672276
2020,Online_Booking,82.07338761285168
2017,Online_Booking,82.96249033463889
2022,Workation,21.56742108628576
2015,Last_Minute,79.13523071491065
2020,Eco_Friendly,67.4476350431125
2018,Eco_Friendly,47.95812243980225
2015,Staycation,67.63391606901709
2021,Eco_Friendly,11.38250786268524
2023,Workation,84.40056636577047
2018,Staycation,56.35021205271059
2018,Eco_Friendly,6.587630150639965
2020,Eco_Friendly,37.548601411634955
2017,Online_Booking,39.947869695396136
2020,Online_Booking,79.43100235327599
2021,Eco_Friendly,66.79510857441613
2024,Staycation,12.230003302710319
2024,Workation,6.992343181892743
2017,Eco_Friendly,8.094858862913707
2021,Workation,7.792367375445677
2017,Staycation,32.727901814559786
2016,Last_Minute,26.701004530708975
2024,Staycation,73.05677414862727
2018,Last_Minute,63.364708614261076
2022,Online_Booking,18.3883768189147
2023,Workation,54.10203006432046
2021,Online_Booking,85.00721602055218
2015,Workation,55.36817664724747
2017,Staycation,43.660078585293974
2023,Eco_Friendly,73.52058755969868
2015,Eco_Friendly,75.93965607508929
2023,Last_Minute,37.367679712604364
2022,Eco_Friendly,20.121217827056128
2015,Workation,75.0379983904301
2020,Eco_Friendly,70.95313935819657
2019,Online_Booking,63.137854980332605
2020,Eco_Friendly,43.507585659227125
2024,Online_Booking,19.498891014022636
2019,Last_Minute,71.04122280085735
2020,Last_Minute,22.939215822274967
2019,Staycation,26.67409150066205
2019,Staycation,18.86868506283303
2018,Staycation,80.01499308830034
2017,Online_Booking,46.4360673657072
2017,Staycation,15.267800745336547
2018,Last_Minute,69.91753075173585
2023,Eco_Friendly,51.90468377971378
2016,Online_Booking,69.56423342567972
2023,Staycation,61.43668283006475
2015,Staycation,70.13174422912984
2015,Last_Minute,16.246920032215286
2019,Eco_Friendly,16.99183681300204
2020,Workation,47.68067457366754
2020,Eco_Friendly,71.94761380273134
2017,Staycation,61.51474167945078
2021,Staycation,72.39922595924328
2023,Eco_Friendly,35.83461038454748
2024,Eco_Friendly,7.895745655927251
2022,Last_Minute,14.702348427073973
2020,Workation,29.71669528638481
2022,Online_Booking,83.20276736093372
2019,Online_Booking,67.38948211011979
2022,Workation,56.1897518845133
2024,Last_Minute,81.58669459037012
2018,Eco_Friendly,5.325341654061122
2024,Staycation,49.19254336605483
2022,Workation,64.70146544793701
2024,Last_Minute,7.321547421301636
2016,Workation,66.6199428323294
2019,Staycation,60.994942303827
2023,Online_Booking,56.853490767212676
2018,Eco_Friendly,86.64307245800892
2020,Last_Minute,20.455423369655968
2015,Online_Booking,87.62280396969841
2023,Staycation,83.07637159133972
2015,Workation,73.08096034098482
2019,Last_Minute,83.14734525004037
2018,Last_Minute,86.95901295055609
2017,Online_Booking,51.978785358672006
2020,Online_Booking,40.71950683625322
2016,Staycation,31.307724425023746
2017,Online_Booking,24.149263978234757
2019,Last_Minute,47.9113328221839
2023,Eco_Friendly,71.35551055901121
2016,Staycation,37.010754633456024
2024,Staycation,74.95651233054305
2022,Eco_Friendly,47.30161348108768
2016,Staycation,25.734067598398717
2019,Staycation,57.2209005696017
2021,Online_Booking,84.39984074544279
2022,Staycation,19.09264986211062
2015,Last_Minute,48.192470844041026
2020,Online_Booking,10.97455480766895
2015,Workation,70.24902315751024
2016,Last_Minute,79.49118012728677
2015,Workation,20.65567229266008
2019,Online_Booking,16.954017846132615
2024,Last_Minute,7.809191589795766
2023,Online_Booking,67.13841392001055
2020,Workation,8.575963509664275
2015,Eco_Friendly,87.55244959394147
2015,Staycation,25.70154136428256
2016,Eco_Friendly,55.62209318378715
2023,Eco_Friendly,61.1415216275369
2017,Online_Booking,18.353785551026192
2015,Online_Booking,18.24084484709475
2019,Staycation,6.314283443724969
2021,Eco_Friendly,68.9504623074076
2020,Last_Minute,15.979123740894856
2015,Online_Booking,30.702737287367633
2019,Eco_Friendly,48.68697154169671
2019,Workation,69.85729260578302
2020,Online_Booking,28.120462731996355
2017,Staycation,68.77824132384865
2019,Eco_Friendly,36.69648178484195
2021,Online_Booking,61.39208940798815
2019,Staycation,39.94711207705782
2019,Staycation,80.13236410437433
2019,Workation,32.81209131740212
2024,Staycation,66.01682455878817
2024,Online_Booking,55.820574881971694
2017,Online_Booking,74.2812689930702
2015,Last_Minute,80.81288542451786
2019,Eco_Friendly,83.10029689260972
2023,Eco_Friendly,59.05702014412323
2015,Workation,31.42185385836829
2017,Eco_Friendly,10.836357768965222
2018,Staycation,23.659443618878196
2015,Online_Booking,19.0787644472437
2015,Staycation,22.029386052476195
2022,Eco_Friendly,84.5048247508104
2016,Last_Minute,47.15028277321297
2022,Eco_Friendly,41.71014341640574
2021,Workation,24.297850453356443
2024,Online_Booking,47.42798255569968
2024,Staycation,88.95835253598145
2016,Eco_Friendly,22.81549568899542
2020,Online_Booking,29.272753512693246
2020,Staycation,69.92725098879136
2017,Eco_Friendly,83.94397986377707
2016,Eco_Friendly,49.667424143370226
2015,Eco_Friendly,70.70953188636257
2020,Workation,6.369714047830399
2019,Workation,59.46140923653272
2023,Staycation,8.628078983285285
2015,Staycation,89.1453059932326
2021,Online_Booking,51.902612247458734
2019,Last_Minute,18.695800226846476
2019,Online_Booking,78.28770620938397
2016,Last_Minute,65.90269393180608
2017,Eco_Friendly,33.60489823579025
2021,Eco_Friendly,8.734969443040681
2020,Online_Booking,60.0388479197122
2016,Workation,59.04684383447988
2020,Workation,31.55750877147514
2016,Staycation,59.781577926171714
2016,Staycation,19.4045761346977
2016,Online_Booking,83.53183851035368
2017,Workation,36.075659084529846
2016,Eco_Friendly,18.101311513572156
2018,Eco_Friendly,78.51046689080358
2023,Workation,37.862499240502984
2020,Online_Booking,62.708841198240044
2015,Staycation,57.50583604895181
2022,Online_Booking,19.38125083363571
2021,Workation,40.277400186502554
2024,Online_Booking,75.43035767518262
2017,Workation,21.40402719760687
2015,Online_Booking,47.20121338461247
2019,Last_Minute,49.58328650288472
2018,Eco_Friendly,80.1048770242849
2024,Last_Minute,56.6742854892033
2022,Workation,78.6717080665307
2015,Eco_Friendly,79.65893337391344
2024,Last_Minute,42.24868446905226
2015,Online_Booking,12.662114976806347
2018,Online_Booking,80.70242860979825
2022,Eco_Friendly,20.30758104850365
2019,Workation,51.1094341318292
2016,Last_Minute,15.800544520117185
2020,Workation,86.69237629419824
2019,Online_Booking,6.052565691648599
2016,Staycation,32.967795346717466
2017,Staycation,88.49744992385737
2023,Workation,20.084234045165722
2021,Online_Booking,65.94868435232755
2021,Online_Booking,58.92289030846314
2020,Staycation,6.020217683747324
2022,Staycation,80.14410097332997
2018,Last_Minute,6.944104228097063
2022,Last_Minute,65.28233687964834
2018,Staycation,43.32108865308026
2022,Workation,10.557243919066163
2023,Eco_Friendly,45.05196060009139
2017,Online_Booking,62.37057125950324
2017,Online_Booking,9.84363631427246
2016,Online_Booking,82.26238812653317
2024,Last_Minute,32.963324789097825
2017,Staycation,21.725132421456035
2017,Last_Minute,76.6359820890883
2019,Staycation,40.15667205507466
2019,Workation,78.04397571552579
2016,Last_Minute,30.67119537897195
2024,Staycation,54.693208001856696
2020,Workation,87.98553323661969
2019,Last_Minute,35.59448742823034
2020,Online_Booking,47.589755899580176
2015,Workation,73.66382076355126
2019,Last_Minute,58.83852499929841
2023,Staycation,71.96950213819034
2024,Online_Booking,35.28534301004348
2016,Staycation,40.12576374949374
2015,Eco_Friendly,7.4940686102964165
2024,Eco_Friendly,73.1970400035342
2023,Last_Minute,52.209255465810486
2024,Workation,52.62873826923803
2023,Workation,33.26227962463122
2023,Last_Minute,81.04559904358918
2020,Last_Minute,65.2799392917808
2022,Online_Booking,9.959147399939479
2015,Staycation,69.93911581354125
2024,Staycation,8.482309476355352
2018,Eco_Friendly,33.81731433160908
2015,Eco_Friendly,43.73784561829446
2022,Last_Minute,60.124437820298276
2015,Workation,62.29422947775221
2017,Workation,47.657670627473216
2018,Online_Booking,32.866399711476674
2022,Eco_Friendly,55.93211939039302
2020,Online_Booking,63.11686153246982
2024,Staycation,29.532512925318127
2021,Last_Minute,55.67224862162635
2022,Workation,47.77167947740699
2016,Eco_Friendly,10.822201311749103
2024,Eco_Friendly,77.01118079804661
2022,Last_Minute,82.62954172362254
2017,Last_Minute,56.63414523763247
2021,Eco_Friendly,73.18730285095461
2017,Eco_Friendly,55.43933818533406
2021,Workation,49.394093692267525
2016,Workation,60.13224960259678
2024,Last_Minute,56.04707657861538
2020,Staycation,65.12574160763278
2017,Staycation,57.61916969346476
2017,Last_Minute,87.692517268436
2023,Last_Minute,58.032208216473116
2021,Online_Booking,40.33777754853842
2019,Staycation,9.066692866818682
2024,Eco_Friendly,69.36428629643662
2021,Online_Booking,14.389413582474331
